Avg EMG - Pod01,Avg EMG - Pod02,Avg EMG - Pod03,Avg EMG - Pod04,Avg EMG - Pod05,Avg EMG - Pod06,Avg EMG - Pod07,Avg EMG - Pod08,
11,2,11,2,11,2,11,2,11,2,11,2,11,2,11,2,
7,7,7,7,7,7,7,7,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,2,2,2,2,2,2,2,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
8,8,8,8,8,8,8,8,
12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,
16,6,16,6,16,6,16,6,16,6,16,6,16,6,16,6,
27,2,27,2,27,2,27,2,27,2,27,2,27,2,27,2,
31,31,31,31,31,31,31,31,
42,6,42,6,42,6,42,6,42,6,42,6,42,6,42,6,
46,2,46,2,46,2,46,2,46,2,46,2,46,2,46,2,
67,2,67,2,67,2,67,2,67,2,67,2,67,2,67,2,
63,6,63,6,63,6,63,6,63,6,63,6,63,6,63,6,
66,4,66,4,66,4,66,4,66,4,66,4,66,4,66,4,
57,4,57,4,57,4,57,4,57,4,57,4,57,4,57,4,
55,8,55,8,55,8,55,8,55,8,55,8,55,8,55,8,
32,4,32,4,32,4,32,4,32,4,32,4,32,4,32,4,
37,37,37,37,37,37,37,37,
32,6,32,6,32,6,32,6,32,6,32,6,32,6,32,6,
25,8,25,8,25,8,25,8,25,8,25,8,25,8,25,8,
19,2,19,2,19,2,19,2,19,2,19,2,19,2,19,2,
17,4,17,4,17,4,17,4,17,4,17,4,17,4,17,4,
5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
2,2,2,2,2,2,2,2,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
2,2,2,2,2,2,2,2,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
3,3,3,3,3,3,3,3,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
4,4,4,4,4,4,4,4,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3,3,3,3,3,3,3,3,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
19,2,19,2,19,2,19,2,19,2,19,2,19,2,19,2,
32,32,32,32,32,32,32,32,
45,2,45,2,45,2,45,2,45,2,45,2,45,2,45,2,
54,54,54,54,54,54,54,54,
51,51,51,51,51,51,51,51,
39,8,39,8,39,8,39,8,39,8,39,8,39,8,39,8,
38,38,38,38,38,38,38,38,
29,8,29,8,29,8,29,8,29,8,29,8,29,8,29,8,
32,32,32,32,32,32,32,32,
32,8,32,8,32,8,32,8,32,8,32,8,32,8,32,8,
42,6,42,6,42,6,42,6,42,6,42,6,42,6,42,6,
32,2,32,2,32,2,32,2,32,2,32,2,32,2,32,2,
29,29,29,29,29,29,29,29,
22,6,22,6,22,6,22,6,22,6,22,6,22,6,22,6,
26,4,26,4,26,4,26,4,26,4,26,4,26,4,26,4,
17,4,17,4,17,4,17,4,17,4,17,4,17,4,17,4,
16,2,16,2,16,2,16,2,16,2,16,2,16,2,16,2,
17,17,17,17,17,17,17,17,
13,8,13,8,13,8,13,8,13,8,13,8,13,8,13,8,
12,12,12,12,12,12,12,12,
9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,
9,9,9,9,9,9,9,9,
7,7,7,7,7,7,7,7,
5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,
1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,
2,2,2,2,2,2,2,2,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
2,2,2,2,2,2,2,2,
1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,
2,2,2,2,2,2,2,2,
2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
2,8,2,8,2,8,2,8,2,8,2,8,2,8,2,8,
3,3,3,3,3,3,3,3,
2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,
